P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_SL,P_IntraSL,P_OM,Date,day,dte,EntryTime,Future,CE.Price,PE.Price,SL,IntraSL,STD0.Scrip,STD0.Open,STD0.SL.Flag,STD0.SL.Time,STD0.INTRA_SL.Flag,STD0.INTRA_SL.Time,STD0.PNL,STD1.Scrip,STD1.Open,STD1.SL.Flag,STD1.SL.Time,STD1.INTRA_SL.Flag,STD1.INTRA_SL.Time,STD1.PNL,STD2.Scrip,STD2.Open,STD2.SL.Flag,STD2.SL.Time,STD2.INTRA_SL.Flag,STD2.INTRA_SL.Time,STD2.PNL,STD3.Scrip,STD3.Open,STD3.SL.Flag,STD3.SL.Time,STD3.INTRA_SL.Flag,STD3.INTRA_SL.Time,STD3.PNL,STD4.Scrip,STD4.Open,STD4.SL.Flag,STD4.SL.Time,STD4.INTRA_SL.Flag,STD4.INTRA_SL.Time,STD4.PNL,STD5.Scrip,STD5.Open,STD5.SL.Flag,STD5.SL.Time,STD5.INTRA_SL.Flag,STD5.INTRA_SL.Time,STD5.PNL,STD6.Scrip,STD6.Open,STD6.SL.Flag,STD6.SL.Time,STD6.INTRA_SL.Flag,STD6.INTRA_SL.Time,STD6.PNL,STD7.Scrip,STD7.Open,STD7.SL.Flag,STD7.SL.Time,STD7.INTRA_SL.Flag,STD7.INTRA_SL.Time,STD7.PNL,STD8.Scrip,STD8.Open
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-20,Friday,6,09:16:00,19056.0,51.2,52.7,98.705,89.354,"('19300CE', '18800PE')",103.9,True,2017-01-20 09:29:00,False,,-7.0,"('19300CE', '18800PE')",98.2,True,2017-01-20 09:54:00,False,,-6.18,"('19300CE', '18800PE')",93.25,True,2017-01-20 11:59:00,False,,-6.02,"('19200CE', '18800PE')",113.75,False,,False,,21.28,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-23,Monday,3,09:16:00,18795.05,43.8,57.05,95.80749999999999,86.731,"('19000CE', '18600PE')",100.85,True,2017-01-23 09:23:00,False,,-6.56,"('18900CE', '18600PE')",120.5,True,2017-01-23 09:27:00,False,,-8.51,"('18900CE', '18600PE')",113.5,True,2017-01-23 11:57:00,False,,-8.52,"('19000CE', '18700PE')",95.44999999999999,True,2017-01-23 12:16:00,False,,-6.14,"('19000CE', '18700PE')",90.5,True,2017-01-23 13:07:00,False,,-6.68,"('18900CE', '18700PE')",111.35,True,2017-01-23 14:00:00,False,,-7.19,"('18900CE', '18700PE')",105.55,False,,False,,15.13,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-24,Tuesday,2,09:16:00,18992.1,78.2,43.65,115.7575,104.791,"('19000CE', '18900PE')",121.85,True,2017-01-24 09:29:00,False,,-8.07,"('19100CE', '19000PE')",114.55,True,2017-01-24 10:20:00,False,,-7.53,"('19100CE', '19000PE')",108.45,True,2017-01-24 12:00:00,False,,-7.71,"('19000CE', '18900PE')",103.55,True,2017-01-24 12:52:00,False,,-7.59,"('19000CE', '18900PE')",97.25,True,2017-01-24 12:54:00,False,,-6.52,"('19000CE', '18900PE')",91.95,False,,False,,2.45,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-25,Wednesday,1,09:16:00,19147.0,24.05,71.9,91.1525,82.517,"('19200CE', '19200PE')",95.95,True,2017-01-25 09:27:00,False,,-7.1,"('19100CE', '19200PE')",133.85000000000002,True,2017-01-25 11:06:00,False,,-9.67,"('19100CE', '19200PE')",125.85,False,,False,,229.73,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-27,Friday,7,09:16:00,19620.95,50.0,47.1,92.24499999999999,83.506,"('20100CE', '19000PE')",97.1,False,,False,,55.14,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-30,Monday,4,09:16:00,19728.1,45.8,46.8,87.96999999999998,79.636,"('20400CE', '19000PE')",92.6,False,,False,,-4.36,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-01-31,Tuesday,3,09:16:00,19599.95,49.6,54.6,98.99,89.612,"('20300CE', '19000PE')",104.2,True,2017-01-31 09:53:00,False,,-6.8,"('20200CE', '18900PE')",96.4,True,2017-01-31 14:47:00,False,,-6.91,"('20200CE', '19000PE')",103.05,True,2017-01-31 14:58:00,False,,-6.74,"('20200CE', '19000PE')",97.6,True,2017-01-31 15:15:00,False,,-6.22,"('20100CE', '19000PE')",107.05000000000001,False,,False,,0.01,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-01,Wednesday,2,09:16:00,19612.85,52.05,49.15,96.13999999999999,87.03199999999998,"('20100CE', '19000PE')",101.19999999999999,True,2017-02-01 12:34:00,False,,-6.96,"('20100CE', '19000PE')",95.5,True,2017-02-01 12:37:00,False,,-5.99,"('20100CE', '19100PE')",105.05000000000001,True,2017-02-01 12:38:00,False,,-6.96,"('20100CE', '19100PE')",99.4,True,2017-02-01 12:41:00,False,,-6.99,"('20100CE', '19100PE')",93.65,True,2017-02-01 12:44:00,False,,-8.52,"('20000CE', '19200PE')",119.4,True,2017-02-01 12:45:00,False,,-13.39,"('19900CE', '19200PE')",126.6,True,2017-02-01 12:47:00,False,,-11.83,"('19900CE', '19200PE')",116.35,True,2017-02-01 12:52:00,False,,-11.7,"('19900CE', '19200PE')",106.1
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-02,Thursday,1,09:16:00,20082.0,88.0,57.55,138.2725,125.173,"('20000CE', '20000PE')",145.55,True,2017-02-02 09:24:00,False,,-10.47,"('20000CE', '20000PE')",136.89999999999998,True,2017-02-02 09:32:00,False,,-9.01,"('20000CE', '20000PE')",129.6,True,2017-02-02 09:38:00,False,,-11.72,"('19900CE', '20000PE')",173.05,True,2017-02-02 11:18:00,False,,-14.16,"('19900CE', '20000PE')",161.05,True,2017-02-02 11:34:00,False,,-10.16,"('19900CE', '19900PE')",104.35,True,2017-02-02 11:37:00,False,,-8.65,"('19900CE', '19900PE')",97.0,False,,False,,47.74,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-03,Friday,7,09:16:00,20082.3,62.8,64.0,120.46,109.048,"('20400CE', '19700PE')",126.8,True,2017-02-03 11:40:00,False,,-8.13,"('20400CE', '19800PE')",142.0,True,2017-02-03 14:42:00,False,,-11.28,"('20400CE', '19900PE')",155.55,False,,False,,-6.64,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-06,Monday,4,09:16:00,20390.0,65.3,67.9,126.53999999999998,114.55199999999999,"('20600CE', '20100PE')",133.2,False,,False,,-1.16,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-07,Tuesday,3,09:16:00,20397.75,69.55,64.35,127.20499999999997,115.15399999999998,"('20600CE', '20100PE')",133.89999999999998,True,2017-02-07 09:40:00,False,,-8.77,"('20500CE', '20100PE')",151.10000000000002,True,2017-02-07 14:50:00,False,,-9.89,"('20500CE', '20100PE')",143.1,False,,False,,-5.79,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-08,Wednesday,2,09:16:00,20380.0,83.2,83.55,158.4125,143.405,"('20500CE', '20200PE')",166.75,False,,True,2017-02-08 14:29:00,-25.43,"('20300CE', '20100PE')",170.8,True,2017-02-08 14:30:00,False,,-13.44,"('20300CE', '20000PE')",129.75,True,2017-02-08 14:31:00,False,,-17.82,"('20300CE', '20100PE')",137.9,True,2017-02-08 14:36:00,False,,-11.47,"('20200CE', '20000PE')",121.69999999999999,True,2017-02-08 14:52:00,False,,-7.87,"('20200CE', '20200PE')",171.55,True,2017-02-08 15:00:00,False,,-12.34,"('20200CE', '20200PE')",161.35000000000002,False,,False,,26.88,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-09,Thursday,1,09:16:00,20416.95,52.05,75.95,121.6,110.08,"('20400CE', '20400PE')",128.0,True,2017-02-09 09:17:00,False,,-9.6,"('20400CE', '20400PE')",120.0,True,2017-02-09 09:20:00,False,,-8.55,"('20400CE', '20500PE')",172.7,False,,False,,160.24,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-10,Friday,7,09:16:00,20305.8,73.4,65.35,131.8125,119.325,"('20500CE', '20000PE')",138.75,True,2017-02-10 09:19:00,False,,-9.63,"('20500CE', '20000PE')",130.85,True,2017-02-10 12:59:00,False,,-9.19,"('20500CE', '20100PE')",146.2,True,2017-02-10 13:54:00,False,,-9.63,"('20400CE', '20100PE')",166.14999999999998,False,,False,,-4.08,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-13,Monday,4,09:16:00,20337.1,63.0,62.1,118.84499999999998,107.586,"('20500CE', '20100PE')",125.1,True,2017-02-13 09:37:00,False,,-9.06,"('20400CE', '20100PE')",145.15,True,2017-02-13 10:27:00,False,,-9.36,"('20400CE', '20100PE')",137.6,True,2017-02-13 13:57:00,False,,-9.12,"('20300CE', '20100PE')",159.2,True,2017-02-13 14:36:00,False,,-10.29,"('20300CE', '20100PE')",150.9,False,,False,,8.01,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-14,Tuesday,3,09:16:00,20274.95,55.05,66.0,114.99749999999999,104.103,"('20400CE', '20100PE')",121.05,True,2017-02-14 09:30:00,False,,-8.31,"('20300CE', '20100PE')",145.8,True,2017-02-14 12:06:00,False,,-9.77,"('20300CE', '20100PE')",137.85000000000002,True,2017-02-14 13:36:00,False,,-8.72,"('20300CE', '20100PE')",130.85,True,2017-02-14 15:10:00,False,,-9.84,"('20300CE', '20200PE')",151.95,False,,False,,-0.75,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-15,Wednesday,2,09:16:00,20344.45,56.4,83.95,133.33249999999998,120.701,"('20400CE', '20300PE')",140.35,True,2017-02-15 09:38:00,False,,-10.3,"('20400CE', '20300PE')",131.8,False,,False,,19.3,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-16,Thursday,1,09:16:00,20230.0,63.3,112.6,167.10499999999996,151.27399999999997,"('20200CE', '20300PE')",175.89999999999998,True,2017-02-16 11:03:00,False,,-16.9,"('20100CE', '20200PE')",160.15,True,2017-02-16 13:08:00,False,,-15.55,"('20200CE', '20300PE')",130.7,True,2017-02-16 13:18:00,False,,-8.28,"('20200CE', '20300PE')",124.05,True,2017-02-16 13:43:00,False,,-7.95,"('20300CE', '20400PE')",148.5,True,2017-02-16 13:48:00,False,,-11.11,"('20300CE', '20400PE')",139.25,True,2017-02-16 13:58:00,False,,-12.74,"('20200CE', '20300PE')",120.55,True,2017-02-16 14:08:00,False,,-7.96,"('20300CE', '20400PE')",133.65,True,2017-02-16 14:14:00,False,,-8.52,"('20300CE', '20400PE')",126.8
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-17,Friday,7,09:18:00,20564.4,65.15,72.35,130.625,118.25,"('20800CE', '20300PE')",137.5,True,2017-02-17 09:42:00,False,,-9.87,"('20800CE', '20300PE')",129.35000000000002,True,2017-02-17 13:49:00,False,,-9.57,"('20700CE', '20300PE')",147.35,False,,False,,-8.44,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-20,Monday,4,09:16:00,20525.0,65.55,59.0,118.32249999999999,107.113,"('20700CE', '20300PE')",124.55,True,2017-02-20 09:30:00,False,,-7.86,"('20700CE', '20400PE')",146.85,True,2017-02-20 10:21:00,False,,-9.29,"('20700CE', '20400PE')",139.4,True,2017-02-20 13:14:00,False,,-8.79,"('20700CE', '20500PE')",164.1,True,2017-02-20 14:35:00,False,,-10.35,"('20700CE', '20500PE')",155.8,False,,False,,1.6,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-21,Tuesday,3,09:16:00,20645.0,84.55,90.45,166.25,150.5,"('20700CE', '20600PE')",175.0,True,2017-02-21 10:51:00,False,,-11.94,"('20700CE', '20500PE')",128.7,False,,False,,63.74,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-22,Wednesday,2,09:16:00,20870.25,71.8,57.55,122.8825,111.241,"('20900CE', '20800PE')",129.35,True,2017-02-22 13:40:00,False,,-8.97,"('20900CE', '20900PE')",164.05,True,2017-02-22 14:55:00,False,,-10.6,"('20900CE', '20900PE')",155.5,False,,False,,-5.34,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-23,Thursday,1,09:16:00,20874.0,51.9,77.95,123.35749999999999,111.67099999999999,"('20900CE', '20900PE')",129.85,True,2017-02-23 10:52:00,False,,-9.22,"('20900CE', '20900PE')",122.25,True,2017-02-23 11:31:00,False,,-7.73,"('20900CE', '21000PE')",176.75,True,2017-02-23 12:37:00,False,,-16.71,"('20900CE', '21000PE')",162.25,True,2017-02-23 13:14:00,False,,-10.28,"('21000CE', '21100PE')",147.0,True,2017-02-23 13:56:00,False,,-11.69,"('21000CE', '21100PE')",137.15,False,,False,,73.24,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-27,Monday,4,09:16:00,20827.85,66.1,69.0,128.345,116.18599999999999,"('21000CE', '20600PE')",135.1,True,2017-02-27 09:26:00,False,,-8.69,"('21000CE', '20600PE')",128.1,False,,False,,1.15,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-02-28,Tuesday,3,09:16:00,20679.95,58.3,63.65,115.85249999999998,104.877,"('20800CE', '20500PE')",121.94999999999999,True,2017-02-28 09:39:00,False,,-7.92,"('20700CE', '20500PE')",147.45,True,2017-02-28 10:38:00,False,,-10.29,"('20700CE', '20600PE')",169.75,True,2017-02-28 14:51:00,False,,-11.17,"('20700CE', '20600PE')",160.7,False,,False,,-3.11,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-03-01,Wednesday,2,09:16:00,20760.0,57.25,77.3,127.8225,115.71300000000001,"('20800CE', '20700PE')",134.55,True,2017-03-01 09:26:00,False,,-9.78,"('20800CE', '20700PE')",126.44999999999999,True,2017-03-01 11:20:00,False,,-9.03,"('20800CE', '20800PE')",156.05,True,2017-03-01 13:20:00,False,,-10.05,"('20800CE', '20800PE')",147.95,True,2017-03-01 14:30:00,False,,-12.1,"('20800CE', '20800PE')",137.7,True,2017-03-01 15:20:00,False,,-11.62,,,True,2017-03-01 15:20:00,False,,-11.62,,,True,2017-03-01 15:20:00,False,,-11.62,,,True,2017-03-01 15:20:00,False,,-11.62,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-03-02,Thursday,1,09:16:00,20925.0,103.1,63.3,158.07999999999998,143.10399999999998,"('20800CE', '20900PE')",166.39999999999998,True,2017-03-02 09:31:00,False,,-11.63,"('20800CE', '20900PE')",156.85000000000002,True,2017-03-02 10:04:00,False,,-10.26,"('20800CE', '20900PE')",148.55,True,2017-03-02 11:09:00,False,,-9.61,"('20800CE', '20900PE')",140.8,True,2017-03-02 11:43:00,False,,-8.96,"('20800CE', '20900PE')",133.6,False,,False,,186.78,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-03-03,Friday,7,09:16:00,20548.95,80.0,80.4,152.38,137.94400000000002,"('20700CE', '20300PE')",160.4,True,2017-03-03 09:29:00,False,,-10.06,"('20700CE', '20400PE')",179.35,True,2017-03-03 13:17:00,False,,-11.69,"('20700CE', '20300PE')",139.55,False,,False,,-4.24,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-03-06,Monday,4,09:16:00,20630.0,83.6,91.8,166.62999999999997,150.84399999999997,"('20700CE', '20500PE')",175.39999999999998,True,2017-03-06 09:23:00,False,,-12.99,"('20800CE', '20500PE')",129.3,True,2017-03-06 14:25:00,False,,-9.27,"('20800CE', '20500PE')",121.65,False,,False,,-4.77,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-03-07,Tuesday,3,09:16:00,20739.05,66.15,67.4,126.8725,114.85300000000001,"('20800CE', '20600PE')",133.55,True,2017-03-07 12:56:00,False,,-8.47,"('20700CE', '20600PE')",160.4,True,2017-03-07 15:25:00,False,,-11.66,,,True,2017-03-07 15:25:00,False,,-11.66,,,True,2017-03-07 15:25:00,False,,-11.66,,,True,2017-03-07 15:25:00,False,,-11.66,,,True,2017-03-07 15:25:00,False,,-11.66,,,True,2017-03-07 15:25:00,False,,-11.66,,,True,2017-03-07 15:25:00,False,,-11.66,,
SRE,banknifty,09:16:00,15:25:00,BUY,5,14,0.3,2017-03-08,Wednesday,2,09:16:00,20718.0,75.35,57.65,126.35,114.38,"('20700CE', '20600PE')",133.0,True,2017-03-08 12:40:00,False,,-10.16,"('20600CE', '20600PE')",163.05,False,,False,,1.36,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,,False,,False,,0.0,,
